subject,part,condition,window_start,window_end,ch1,ch2,n_epochs,sig_freqs
D0057,lpfc,Stimulus,-1.0,-0.5,RAI5-RAI6,RAI13-RAI14,449,3.00
D0057,lpfc,Stimulus,-1.0,-0.5,RAI5-RAI6,RAI15-RAI16,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI5-RAI6,RAMF9-RAMF10,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI5-RAI6,RAMF11-RAMF12,449,"3.00,3.21,3.42,3.62,3.83"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI11-RAI12,RAI13-RAI14,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI11-RAI12,RAI15-RAI16,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI11-RAI12,RPI13-RPI14,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI11-RAI12,RAIF11-RAIF12,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI11-RAI12,RAMF9-RAMF10,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI13-RAI14,RAI15-RAI16,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI13-RAI14,RPI13-RPI14,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI13-RAI14,RAMF9-RAMF10,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI13-RAI14,RAMF11-RAMF12,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI15-RAI16,RPI13-RPI14,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI15-RAI16,RAMF9-RAMF10,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAI15-RAI16,RAMF11-RAMF12,449,"4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RPI13-RPI14,RAIF11-RAIF12,449,"3.00,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RPI13-RPI14,RAIF13-RAIF14,449,"3.21,3.42,3.62,3.83,4.04"
D0057,lpfc,Stimulus,-1.0,-0.5,RPI13-RPI14,RAMF9-RAMF10,449,"3.00,3.21,3.42,3.62,3.83,4.04,6.75,6.96,7.17,7.38,7.58"
D0057,lpfc,Stimulus,-1.0,-0.5,RPI13-RPI14,RAMF11-RAMF12,449,"3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92"
D0057,lpfc,Stimulus,-1.0,-0.5,RAIF11-RAIF12,RAMF9-RAMF10,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAIF11-RAIF12,RAMF11-RAMF12,449,"7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAIF13-RAIF14,RAMF11-RAMF12,449,"6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,-1.0,-0.5,RAMF9-RAMF10,RAMF11-RAMF12,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,0.0,0.5,RAI5-RAI6,RAI11-RAI12,449,8.00
D0057,lpfc,Stimulus,0.0,0.5,RAI5-RAI6,RAI13-RAI14,449,"4.46,4.67,4.88,5.08,5.50"
D0057,lpfc,Stimulus,0.0,0.5,RAI5-RAI6,RAI15-RAI16,449,"3.00,3.21,3.42,3.62,3.83,4.04,4.25"
D0057,lpfc,Stimulus,0.0,0.5,RAI5-RAI6,RPI13-RPI14,449,"6.54,6.75,6.96,7.17,7.38"
D0057,lpfc,Stimulus,0.0,0.5,RAI5-RAI6,RAIF11-RAIF12,449,"5.71,5.92,6.12,6.33"
D0057,lpfc,Stimulus,0.0,0.5,RAI5-RAI6,RAMF9-RAMF10,449,"3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,Stimulus,0.0,0.5,RAI5-RAI6,RAMF11-RAMF12,449,5.92
